total_mean_STEMI,total_std_STEMI,WOMAN_mean_STEMI,WOMAN_mean_STEMI,MEN_mean_STEMI,MEN_std_STEMI,total_mean_NSTEMI,total_std_NSTEMI,WOMAN_mean_NSTEMI,WOMAN_mean_NSTEMI,MEN_mean_NSTEMI,MEN_std_NSTEMI
197.37,212.11,184.70,195.37,204.39,220.5,52.57,71.20,47.39,59.98,56.28,78.03
