total_mean_STEMI,total_std_STEMI,WOMAN_mean_STEMI,WOMAN_mean_STEMI,MEN_mean_STEMI,MEN_std_STEMI,total_mean_NSTEMI,total_std_NSTEMI,WOMAN_mean_NSTEMI,WOMAN_mean_NSTEMI,MEN_mean_NSTEMI,MEN_std_NSTEMI
80.81,14.33,82.08,14.38,80.11,14.25,83.72,14.09,84.13,14.47,83.42,13.79
