total_mean_STEMI,total_std_STEMI,WOMAN_mean_STEMI,WOMAN_mean_STEMI,MEN_mean_STEMI,MEN_std_STEMI,total_mean_NSTEMI,total_std_NSTEMI,WOMAN_mean_NSTEMI,WOMAN_mean_NSTEMI,MEN_mean_NSTEMI,MEN_std_NSTEMI
61.00,9.64,57.20,8.72,63.06,9.50,57.62,11.02,56.02,9.93,58.77,11.59
