total_mean_STEMI,total_std_STEMI,WOMAN_mean_STEMI,WOMAN_mean_STEMI,MEN_mean_STEMI,MEN_std_STEMI,total_mean_NSTEMI,total_std_NSTEMI,WOMAN_mean_NSTEMI,WOMAN_mean_NSTEMI,MEN_mean_NSTEMI,MEN_std_NSTEMI
112.09,14.35,112.21,14.38,112.27,13.92,116.25,15.53,117.37,16.48,115.44,14.75
